milage,transmission,brand_cat,age,fuel_cat,ext_col_cat,int_col_cat,hp,accident,price
65000.0,2,1,5,0,1,1,370.0,0,65000.0
9686.0,2,1,2,0,2,1,221.76000000000002,0,30990.0
49620.0,2,2,14,0,1,3,275.0,0,10499.0
213000.0,2,1,27,0,1,1,212.0,0,26500.0
16010.0,2,1,4,0,1,1,565.0,0,114000.0
820.0,2,2,1,0,1,1,221.76000000000002,0,51998.0
68000.0,2,2,3,0,2,1,248.0,0,36499.0
82000.0,2,2,25,0,1,1,230.0,0,25000.0
27352.0,2,1,2,0,1,1,138.60000000000002,0,27785.0
129000.0,2,1,12,0,1,3,171.0,1,7000.0
106731.0,2,2,10,0,1,1,360.0,1,30000.0
34672.0,2,1,5,0,1,1,400.0,0,45500.0
55900.0,3,1,14,0,1,1,252.0,0,8950.0
3158.0,2,2,1,0,3,2,369.6,0,128900.0
82000.0,2,2,9,0,1,2,220.0,0,17000.0
4785.0,2,2,1,0,1,1,184.8,0,42850.0
20497.0,2,1,3,0,2,1,120.12,0,22999.0
177600.0,2,1,11,0,2,1,180.0,1,7100.0
78568.0,2,1,10,1,2,1,188.0,0,15500.0
95000.0,2,1,6,0,1,3,275.0,0,43000.0
4529.0,3,2,6,0,1,1,351.12,0,417500.0
25240.0,2,1,3,0,3,3,212.52,1,39951.0
88300.0,2,2,13,0,2,1,235.0,1,11500.0
98000.0,2,1,11,0,2,1,320.0,1,27499.0
20675.0,3,2,6,0,3,3,400.0,0,76000.0
95000.0,2,1,16,0,1,1,300.0,0,10900.0
107000.0,2,1,14,0,2,2,138.0,1,6250.0
60000.0,3,2,8,0,1,1,354.0,1,24700.0
33000.0,1,1,12,0,1,1,291.0,0,34999.0
500.0,2,2,1,1,1,1,455.0,0,60000.0
108500.0,2,2,8,0,1,1,523.0,0,63500.0
37800.0,3,1,7,0,2,2,565.0,0,149500.0
74422.0,2,2,6,0,1,3,434.28000000000003,0,44798.0
55621.0,2,1,5,0,2,1,332.64000000000004,0,34562.0
46707.0,2,1,3,0,2,1,231.0,1,32541.0
26500.0,2,1,2,0,1,1,440.0,0,65900.0
10001.0,2,1,4,0,1,1,517.44,0,47214.0
19050.0,2,2,5,0,1,1,383.0,0,76900.0
52000.0,2,1,4,0,1,1,310.0,0,35800.0
65000.0,2,2,10,0,1,1,188.0,1,54999.0
140000.0,3,2,20,0,1,1,225.0,0,6730.0
75600.0,2,1,6,0,2,1,181.0,1,14950.0
117292.0,2,1,9,0,1,1,240.0,0,12000.0
1897.0,1,1,19,0,1,3,498.96000000000004,0,429998.0
26000.0,3,2,7,0,1,1,420.0,0,33600.0
2071.0,2,2,2,0,3,3,462.0,0,99950.0
15629.0,1,1,10,0,1,1,535.9200000000001,0,61900.0
15020.0,2,1,16,0,2,2,173.0,0,18500.0
11322.0,2,2,2,0,3,2,369.6,0,119900.0
50361.0,2,1,8,0,2,1,526.6800000000001,0,65998.0
115000.0,3,2,11,0,1,1,429.0,1,36000.0
28500.0,1,2,19,0,2,1,355.0,0,63500.0
51700.0,3,2,6,0,1,1,375.0,0,32000.0
148949.0,2,1,16,0,2,1,263.0,0,3900.0
39300.0,2,2,6,0,1,1,320.0,1,31750.0
82323.0,1,1,16,0,1,1,237.0,0,28500.0
3574.0,3,2,1,0,2,3,138.60000000000002,0,34998.0
109357.0,2,1,23,0,2,1,310.0,0,12749.0
46000.0,2,2,20,0,1,3,302.0,0,18853.0
123112.0,2,2,17,0,2,1,382.0,1,104999.0
37100.0,1,2,17,0,3,1,306.0,0,16900.0
89000.0,1,1,8,0,2,1,210.0,0,14500.0
1240.0,2,1,2,0,3,1,591.36,0,53900.0
67073.0,2,1,5,0,1,1,450.0,1,47999.0
28700.0,2,3,9,0,1,2,404.0,0,24900.0
8200.0,2,2,1,1,1,1,670.0,0,93999.0
41000.0,3,2,6,0,3,1,563.0,0,108900.0
98995.0,2,1,6,0,2,3,323.40000000000003,0,34998.0
123815.0,2,1,12,0,1,3,283.0,0,5000.0
6330.0,3,3,13,0,1,1,739.2,0,1950995.0
61341.0,2,1,4,0,1,1,323.40000000000003,1,34084.0
96473.0,2,1,8,0,1,1,184.8,0,15599.0
66107.0,2,1,7,0,1,1,332.64000000000004,0,31331.0
114287.0,2,2,16,0,1,1,400.0,0,9900.0
75000.0,2,2,9,0,3,1,150.0,0,14500.0
45800.0,2,2,8,0,3,1,560.0,0,36800.0
12172.0,2,1,3,1,3,3,303.309640870005,0,35999.0
70582.0,2,2,8,0,1,1,300.0,1,35000.0
33088.0,2,2,10,0,1,1,325.0,0,49750.0
1850.0,2,1,3,1,2,1,266.0,0,49000.0
94155.0,2,2,16,0,1,1,275.0,0,10500.0
25000.0,2,2,8,0,2,1,335.0,0,17999.0
99500.0,2,1,8,0,3,1,355.0,0,27995.0
158564.0,2,2,15,0,2,1,328.0,0,8750.0
20000.0,2,1,1,0,1,1,310.0,0,78499.0
46711.0,2,2,6,0,2,1,304.0,1,20850.0
46496.0,2,1,7,0,1,3,375.0,0,41000.0
19800.0,2,2,5,0,2,1,362.0,0,53800.0
175000.0,2,1,16,0,1,1,381.0,1,37900.0
61500.0,2,1,8,0,1,1,381.0,0,63500.0
49750.0,2,1,8,0,1,3,280.0,0,65000.0
38800.0,3,3,17,0,2,2,493.0,0,100000.0
83765.0,2,1,13,0,1,1,263.0,0,8995.0
7388.0,2,2,1,1,3,1,355.0,0,105500.0
278.0,2,3,1,0,3,3,480.48,0,359991.0
1966.0,2,3,2,0,3,1,267.96000000000004,0,75900.0
50648.0,2,1,3,0,2,1,110.88000000000001,0,23995.0
231500.0,2,1,31,0,1,3,303.309640870005,0,29500.0
13692.0,2,3,3,0,1,2,641.0,0,257000.0
60058.0,2,2,11,0,1,1,328.0,1,15000.0
54423.0,2,3,7,0,1,1,424.0,0,33950.0
24001.0,2,1,2,0,3,3,323.40000000000003,0,47498.0
14735.0,2,1,2,0,1,1,517.44,0,50998.0
2425.0,2,2,1,1,1,3,184.8,0,42998.0
2050.0,3,1,2,0,3,1,760.0,0,94999.0
64855.0,2,1,5,0,2,1,450.0,0,46995.0
16238.0,2,2,2,1,1,1,329.0,0,62479.0
18051.0,2,1,2,0,2,1,526.6800000000001,0,47995.0
36524.0,2,1,20,0,1,1,239.0,0,14900.0
14896.0,3,2,2,0,2,3,184.8,0,39998.0
14048.0,2,1,2,1,1,1,231.0,0,29999.0
224000.0,1,1,21,0,1,3,160.0,0,3900.0
80581.0,3,2,10,0,3,1,402.0,0,26000.0
81400.0,1,1,17,0,2,3,166.0,1,11000.0
6700.0,2,2,5,0,3,1,300.0,0,63000.0
143000.0,2,1,9,0,2,3,275.0,0,22500.0
87842.0,2,1,7,0,1,1,184.8,0,18688.0
116451.0,1,2,14,0,1,3,328.0,0,16500.0
53677.0,2,1,5,0,2,3,390.0,0,27900.0
12000.0,2,2,3,1,3,1,444.0,0,77500.0
20034.0,2,2,5,0,1,3,277.20000000000005,0,43998.0
32000.0,2,1,4,0,1,1,210.0,0,68000.0
70312.0,2,2,10,0,1,1,330.0,0,19995.0
8794.0,2,1,2,0,1,1,285.0,0,54000.0
156000.0,2,1,14,0,1,1,265.0,1,5900.0
25568.0,1,2,4,0,2,1,277.20000000000005,0,134999.0
67100.0,3,2,6,0,3,1,362.0,1,34250.0
52000.0,3,2,10,0,2,1,275.0,1,37000.0
137200.0,3,2,13,0,1,3,300.0,0,12000.0
36000.0,2,1,6,0,1,1,292.0,1,32000.0
15500.0,2,1,1,0,1,1,147.0,1,24500.0
10906.0,2,2,4,0,3,1,406.56000000000006,0,96998.0
49814.0,2,1,5,0,2,3,184.8,0,26545.0
846.0,2,2,9,1,1,1,357.0,0,86999.0
67039.0,2,1,3,0,2,1,323.40000000000003,0,34645.0
2636.0,2,1,1,0,3,1,231.0,0,28535.0
50166.0,2,2,6,0,1,1,332.64000000000004,1,43550.0
37375.0,2,1,7,0,2,2,400.0,0,27500.0
21600.0,2,2,3,1,1,1,271.0,0,31000.0
9500.0,2,2,5,0,2,1,350.0,1,69000.0
143095.0,2,1,19,0,2,1,400.0,0,16000.0
80000.0,1,2,22,0,1,1,200.0,1,8500.0
3000.0,2,3,3,0,2,2,611.0,0,275000.0
5856.0,1,2,17,0,1,1,295.0,0,45000.0
2958.0,2,3,11,0,2,3,628.32,0,488880.0
28927.0,2,2,2,0,2,1,369.6,0,74900.0
4102.0,2,2,2,1,1,1,603.0,0,144664.0
14442.0,2,1,3,0,1,1,280.0,0,38500.0
64000.0,2,2,19,0,2,1,302.0,0,12995.0
154000.0,2,2,20,0,1,1,235.0,1,10000.0
54000.0,2,2,9,0,1,1,235.0,0,27000.0
232492.0,2,1,17,0,2,3,210.0,1,6000.0
25721.0,2,3,4,0,3,3,277.20000000000005,0,52645.0
20927.0,2,2,4,0,1,3,184.8,0,35998.0
2353.0,2,3,3,0,2,3,369.6,0,159500.0
9325.0,2,2,2,0,1,1,184.8,0,33610.0
61001.0,2,1,4,0,3,3,212.52,1,28616.0
71962.0,2,2,6,0,1,1,469.0,0,46900.0
5800.0,1,1,1,0,1,1,228.0,0,29990.0
40080.0,2,2,8,0,1,1,315.0,0,28499.0
57000.0,2,1,4,0,1,2,365.0,1,36500.0
7624.0,2,1,2,1,1,1,303.309640870005,0,31985.0
122000.0,1,1,20,0,3,1,210.0,1,9999.0
459.0,2,1,1,0,2,1,231.0,0,36998.0
62500.0,2,2,8,0,1,2,425.0,1,40500.0
72000.0,2,1,11,0,2,1,429.0,0,17500.0
8375.0,2,2,4,0,1,1,349.79901123595505,0,69900.0
40000.0,3,2,4,0,2,1,523.0,0,53000.0
77000.0,1,1,10,0,3,1,305.0,1,30000.0
19593.0,2,2,5,0,1,1,369.6,0,159998.0
35902.0,2,1,4,0,2,1,231.0,0,22966.0
800.0,3,1,11,0,1,3,132.0,0,9800.0
2600.0,2,3,1,0,1,3,369.6,0,239995.0
6204.0,2,2,1,1,3,3,277.20000000000005,0,79998.0
69185.0,2,1,4,0,1,3,351.12,0,37405.0
45000.0,2,3,9,0,1,1,454.0,0,41900.0
37426.0,2,2,4,0,1,1,184.8,0,39998.0
137000.0,3,2,13,0,3,2,420.0,1,8500.0
85000.0,2,1,8,0,1,1,303.309640870005,1,18500.0
4000.0,2,1,1,0,1,2,490.0,1,73900.0
4648.0,2,2,1,1,1,1,184.8,0,47598.0
52100.0,2,2,6,0,1,1,301.0,0,38000.0
50100.0,2,2,10,0,2,1,240.0,0,10795.0
41000.0,2,3,4,0,1,1,280.0,0,32400.0
70968.0,2,1,3,0,1,1,395.0,0,34000.0
26600.0,2,2,9,0,1,3,425.0,0,53000.0
15443.0,2,2,2,1,2,1,670.0,0,84500.0
95000.0,2,2,6,0,1,1,250.0,0,18000.0
94000.0,1,1,19,0,1,2,300.0,0,19500.0
45076.0,2,2,4,0,2,1,277.20000000000005,0,57998.0
110000.0,2,2,10,0,3,1,272.0,0,11000.0
49083.0,2,2,8,0,2,3,184.8,0,21590.0
63500.0,3,2,7,0,2,1,420.0,0,27500.0
21500.0,2,2,15,0,1,1,268.0,1,18000.0
324.0,2,2,1,0,1,3,406.56000000000006,0,199998.0
68166.0,2,1,5,0,1,1,147.84,0,20818.0
53607.0,2,1,6,0,1,1,323.40000000000003,1,31853.0
16813.0,3,2,5,0,3,1,188.0,0,45900.0
18200.0,2,2,4,0,1,1,228.0,1,29500.0
51000.0,3,2,9,0,1,1,550.0,1,102000.0
16400.0,2,2,6,0,2,2,292.0,0,42800.0
7000.0,2,1,2,1,2,3,437.0,0,75500.0
8497.0,2,2,2,0,1,1,277.20000000000005,0,52900.0
68000.0,3,2,8,0,1,1,252.0,1,20000.0
2523.0,1,3,2,0,3,3,480.48,0,288900.0
83000.0,2,2,17,0,1,2,230.0,0,8995.0
25000.0,2,2,6,0,3,1,354.0,0,50000.0
15689.0,2,2,3,0,2,1,277.20000000000005,0,97952.0
125450.0,1,2,10,0,2,1,320.0,0,17200.0
9822.0,2,1,1,0,1,3,351.12,0,50998.0
144000.0,2,1,16,0,1,3,323.0,0,22000.0
30900.0,2,1,4,0,1,1,231.0,0,27654.0
2492.0,2,2,3,0,2,1,184.8,0,41598.0
126760.0,2,2,9,0,1,1,211.0,1,14000.0
100680.0,2,1,7,0,2,3,256.0,0,20500.0
90400.0,2,1,23,0,2,3,140.0,0,4495.0
26895.0,2,1,2,0,1,1,231.0,0,29800.0
20500.0,2,2,6,0,2,1,600.0,0,67000.0
134000.0,2,1,13,0,1,3,390.0,1,10500.0
84352.0,2,1,9,1,2,1,188.0,1,10000.0
19000.0,2,1,2,1,2,1,437.0,0,71000.0
115550.0,2,2,9,0,1,1,240.0,0,17500.0
191775.0,2,1,15,0,1,1,310.0,1,9750.0
923.0,2,1,1,1,2,1,303.309640870005,0,46998.0
124630.0,2,2,7,0,1,1,188.0,0,75000.0
17000.0,2,2,5,0,1,2,603.0,0,95000.0
73500.0,2,2,6,0,1,2,320.0,0,32000.0
120000.0,2,2,26,0,2,3,140.0,1,5500.0
73837.0,2,2,5,0,1,2,277.20000000000005,0,36340.0
29500.0,3,2,10,0,2,1,560.0,0,40999.0
13613.0,2,1,3,0,1,1,184.8,0,29798.0
1185.0,2,2,1,0,1,1,409.0,0,120990.0
143250.0,3,2,9,0,2,1,328.0,0,11500.0
46508.0,3,2,18,0,2,1,215.0,1,11500.0
18651.0,3,2,9,0,2,1,560.0,0,59549.0
36438.0,2,2,5,0,1,3,277.20000000000005,0,39998.0
46628.0,2,1,10,0,1,1,221.76000000000002,0,15363.0
5700.0,2,2,1,1,3,1,835.0,0,95000.0
57550.0,1,2,9,0,1,1,240.0,0,29995.0
48600.0,3,2,7,0,1,1,640.0,0,60999.0
119000.0,2,1,4,0,1,1,169.0,0,18000.0
36500.0,3,2,4,0,1,2,550.0,0,72000.0
121250.0,2,2,14,0,1,1,204.0,1,13250.0
2437.0,3,2,1,1,3,1,375.0,0,78350.0
110380.0,2,2,6,0,3,1,316.0,1,22000.0
149000.0,2,1,16,0,1,3,173.0,0,3850.0
14684.0,2,1,3,0,1,1,332.64000000000004,0,37995.0
39000.0,2,2,7,0,1,1,362.0,1,39000.0
65212.0,2,1,5,0,1,1,489.72,0,42995.0
41856.0,3,2,4,0,3,1,591.0,0,91500.0
655.0,2,2,1,1,2,2,835.0,0,94500.0
54000.0,2,1,5,1,3,3,219.0,0,33000.0
26500.0,2,3,5,0,3,1,505.0,0,53900.0
38356.0,2,2,4,0,2,3,184.8,0,36598.0
21487.0,2,3,4,0,2,3,184.8,0,35345.0
99000.0,2,2,17,0,1,1,403.0,0,22999.0
35597.0,2,1,5,0,1,1,572.88,0,47756.0
130307.0,2,1,19,0,2,1,287.0,0,9950.0
178000.0,2,1,14,0,2,1,170.0,0,7600.0
160265.0,2,1,21,0,1,3,115.0,1,3000.0
8700.0,3,3,4,0,1,1,562.0,0,185000.0
1000.0,3,3,8,0,3,2,404.0,0,36000.0
29800.0,2,1,2,0,3,3,526.6800000000001,0,58900.0
49750.0,3,3,7,0,1,2,404.0,0,27995.0
121000.0,2,2,22,0,2,1,220.0,0,6348.0
140000.0,2,1,19,0,1,1,302.0,0,2000.0
66770.0,2,1,6,0,2,3,169.0,0,21500.0
61549.0,2,2,8,0,2,3,332.64000000000004,1,19998.0
38100.0,2,1,8,0,2,1,365.0,0,21000.0
138071.0,1,1,14,0,2,3,106.0,0,5000.0
40000.0,3,2,5,0,1,1,603.0,1,72000.0
41545.0,2,2,2,1,1,1,277.20000000000005,0,71998.0
47850.0,2,2,5,0,1,1,416.0,1,127899.0
128000.0,1,1,10,0,2,2,201.0,0,11000.0
48156.0,2,1,5,0,1,1,369.6,0,40368.0
4700.0,2,2,3,1,1,1,496.0,0,99900.0
39071.0,2,2,7,0,1,1,369.6,0,67900.0
96680.0,1,1,25,0,2,1,140.0,1,12900.0
53500.0,2,2,7,0,1,2,362.0,1,33999.0
11025.0,1,1,17,0,2,1,505.0,0,47500.0
44000.0,2,1,3,0,1,2,475.0,1,73000.0
11000.0,2,1,2,0,2,1,184.0,0,27900.0
103000.0,2,2,12,0,1,1,407.0,0,16000.0
456.0,3,2,0,0,1,1,543.0,0,128995.0
64000.0,2,2,6,0,2,2,301.0,0,37300.0
108000.0,2,2,7,0,3,2,333.0,0,25999.0
37045.0,3,3,6,0,1,2,280.0,1,26600.0
5433.0,2,2,1,1,1,1,277.20000000000005,0,95998.0
28744.0,2,2,5,0,1,1,406.56000000000006,0,50998.0
65800.0,3,2,9,0,1,2,425.0,0,44950.0
850.0,2,3,3,0,1,1,563.0,0,314900.0
33012.0,2,2,5,1,2,1,355.0,0,38000.0
107818.0,2,2,13,0,3,1,204.0,1,11400.0
79500.0,2,2,8,0,1,1,240.0,0,19000.0
20000.0,2,3,9,0,2,2,553.0,1,124990.0
37000.0,2,2,6,0,1,2,471.0,0,63997.0
11945.0,2,1,2,1,3,1,303.309640870005,0,38998.0
131800.0,2,1,19,0,2,3,295.0,1,5800.0
146000.0,2,2,16,0,2,1,272.0,0,8995.0
29000.0,1,1,14,0,2,3,350.0,0,29000.0
141209.0,2,1,20,0,1,1,345.0,0,5700.0
85253.0,2,1,8,0,1,1,365.0,0,19995.0
87009.0,2,2,9,0,3,1,325.0,0,17800.0
4348.0,2,2,1,0,1,1,406.56000000000006,0,105900.0
158000.0,3,1,8,0,2,1,380.0,0,19780.0
10500.0,2,2,4,0,1,1,250.0,0,36000.0
45843.0,2,2,6,0,2,1,340.0,0,37000.0
15198.0,2,1,3,0,2,3,138.60000000000002,0,31621.0
220000.0,2,1,23,0,2,3,140.0,0,5500.0
58000.0,2,2,7,0,1,1,550.0,0,51500.0
30424.0,2,2,4,1,2,1,184.8,0,44998.0
38012.0,2,1,3,0,2,1,526.6800000000001,0,45277.0
2500.0,2,2,1,1,3,3,835.0,0,91000.0
11078.0,2,2,3,0,1,1,609.84,0,91900.0
50000.0,2,2,6,0,1,1,383.0,0,65000.0
58000.0,2,2,5,0,1,1,247.0,0,38000.0
3415.0,3,2,1,0,1,3,323.40000000000003,0,54998.0
61000.0,3,2,6,0,1,1,471.0,0,65000.0
48500.0,3,2,5,0,3,1,349.0,1,43500.0
65680.0,2,2,6,0,2,1,247.0,1,34900.0
44362.0,2,1,4,0,1,1,526.6800000000001,0,50658.0
18603.0,2,2,5,0,1,1,277.20000000000005,0,42900.0
35999.0,2,2,4,1,1,2,369.6,0,59598.0
